,#,Вилоят,Туман(шахар),Мутахассислик,Корхона номи,СТИР(ИНН),Маош,Ставка,Бўш иш ўринлари сони,Вакансия эълон қилинган сана
1232,1233,Қорақалпоғистон Республикаси,Амударё тумани,қозончи / Котельщик,46-СОН УМУМИЙ УРТА МАКТАБ,205678168,317440,0.5,1,2019-10-30
1233,1234,Самарқанд вилояти,Самарқанд шаҳар,Кадрлар ва ижтимоий тараққиёт бўйича бош мутахассис / Главный специалист по кадрам и социальному развитию,MAROQAND OBOD ДУК,207201815,1500000,1.0,1,2019-10-30
1234,1235,Сирдарё вилояти,Янгиер шаҳар,ўқитувчи / Учитель,2-УМУМТАЪЛИМ МАКТАБИ,203275814,355208,0.25,1,2019-10-30
1235,1236,Тошкент шаҳри,Сергели тумани,Ювувчи / Мойщик,4-AVTOBUS SAROYI,200640694,661230,1.0,1,2019-10-30
1236,1237,Сурхондарё вилояти,Сариосиё тумани,ўқитувчи / Учитель,2-УМУМИЙ УРТА ТАЪЛИМ МАКТАБИ,206860851,1407000,1.0,2,2019-10-30
1237,1238,Тошкент шаҳри,Юнусобод тумани,Жисмоний тарбия бўйича услубчи / Инструктор-методист по физической культуре и спорту,BADIIY GIMNASTIKA SPORT MAKTAB,300327873,622436,0.5,1,2019-10-30
1238,1239,Наманган вилояти,Косонсой тумани,ўқитувчи / Преподаватель,44-СОНЛИ УМУМИЙ УРТА ТАЪЛИМ   МАКТАБИ,206904011,1776040,1.0,1,2019-10-30
1239,1240,Самарқанд вилояти,Самарқанд шаҳар,Вездеход хайдовчиси / Водитель вездехода,MAROQAND OBOD ДУК,207201815,1500000,1.0,20,2019-10-30
1240,1241,Сирдарё вилояти,Янгиер шаҳар,ўқитувчи / Учитель,2-УМУМТАЪЛИМ МАКТАБИ,203275814,710416,0.5,1,2019-10-30
1241,1242,Тошкент шаҳри,Сергели тумани,Омборчи / Кладовщик,4-AVTOBUS SAROYI,200640694,661230,1.0,1,2019-10-30
1242,1243,Сурхондарё вилояти,Сариосиё тумани,ўт ёқувчи / Истопник,2-УМУМИЙ УРТА ТАЪЛИМ МАКТАБИ,206860851,632000,1.0,2,2019-10-30
1243,1244,Сирдарё вилояти,Сайхунобод тумани,Почтальон / Почтальон,АО СИРДАРЕ ПОЧТАСИ,200322242,942797,1.0,2,2019-10-30
1244,1245,Сирдарё вилояти,Боёвут тумани,Ижтимоий педагог / Педагог социальный,23-СОНЛИ МАКТАБГАЧА ТАЪЛИМ МУАССАСАСИ,207273537,740000,1.0,1,2019-10-30
1245,1246,Наманган вилояти,Косонсой тумани,ўт ёқувчи / Истопник,44-СОНЛИ УМУМИЙ УРТА ТАЪЛИМ   МАКТАБИ,206904011,634000,1.0,3,2019-10-30
1246,1247,Сирдарё вилояти,Янгиер шаҳар,ўқитувчи / Учитель,2-УМУМТАЪЛИМ МАКТАБИ,203275814,1065624,0.5,1,2019-10-30
1247,1248,Тошкент шаҳри,Сергели тумани,Чипта кассири / Кассир билетный,4-AVTOBUS SAROYI,200640694,634880,1.0,1,2019-10-30
1248,1249,Наманган вилояти,Чортоқ тумани,ўқитувчи / Преподаватель,17-УМУМИЙ УРТА ТАЪЛИМ МАКТАБИ,206865274,2338638,1.0,1,2019-10-30
1249,1250,Наманган вилояти,Косонсой тумани,ўқитувчи / Преподаватель,44-СОНЛИ УМУМИЙ УРТА ТАЪЛИМ   МАКТАБИ,206904011,1776040,0.25,1,2019-10-30
1250,1251,Сирдарё вилояти,Янгиер шаҳар,ўқитувчи / Учитель,2-УМУМТАЪЛИМ МАКТАБИ,203275814,177604,0.25,1,2019-10-30
1251,1252,Тошкент шаҳри,Сергели тумани,Меҳнат бўйича иқтисодчи / Экономист по труду,4-AVTOBUS SAROYI,200640694,836605,1.0,1,2019-10-30
1252,1253,Наманган вилояти,Чортоқ тумани,ўқитувчи / Преподаватель,17-УМУМИЙ УРТА ТАЪЛИМ МАКТАБИ,206865274,699950,0.5,1,2019-10-30
1253,1254,Наманган вилояти,Косонсой тумани,ўқитувчи / Преподаватель,44-СОНЛИ УМУМИЙ УРТА ТАЪЛИМ   МАКТАБИ,206904011,1776040,0.5,1,2019-10-30
1254,1255,Сирдарё вилояти,Янгиер шаҳар,ўқитувчи / Учитель,2-УМУМТАЪЛИМ МАКТАБИ,203275814,888020,0.5,1,2019-10-30
1255,1256,Тошкент шаҳри,Сергели тумани,Бухгалтер-кассир / Бухгалтер-кассир,4-AVTOBUS SAROYI,200640694,836605,1.0,1,2019-10-30
1256,1257,Наманган вилояти,Чортоқ тумани,Лаборант / Лаборант,17-УМУМИЙ УРТА ТАЪЛИМ МАКТАБИ,206865274,351002,0.5,1,2019-10-30
1257,1258,Андижон вилояти,Избоскан тумани,Дефектолог / Дефектолог,ДОУ BAXOROY,305334885,1022651,1.0,1,2019-10-30
1258,1259,Наманган вилояти,Поп тумани,Лаборант / Лаборант,73-УМУМИЙ УРТА ТАЪЛИМ МАКТАБ,207304339,850000,0.5,1,2019-10-30
1259,1260,Наманган вилояти,Косонсой тумани,ўқитувчи / Преподаватель,44-СОНЛИ УМУМИЙ УРТА ТАЪЛИМ   МАКТАБИ,206904011,1776040,0.25,1,2019-10-30
1260,1261,Сирдарё вилояти,Янгиер шаҳар,ўқитувчи / Учитель,2-УМУМТАЪЛИМ МАКТАБИ,203275814,1154426,0.5,1,2019-10-30
1261,1262,Тошкент шаҳри,Сергели тумани,Бош бухгалтер ўринбосари / Заместитель главного бухгалтера,4-AVTOBUS SAROYI,200640694,987900,1.0,1,2019-10-30
1262,1263,Андижон вилояти,Избоскан тумани,ўт ёқувчи / Истопник,ДОУ BAXOROY,305334885,526600,0.5,1,2019-10-30
1263,1264,Наманган вилояти,Поп тумани,Худуд фарроши / Уборщик территорий,73-УМУМИЙ УРТА ТАЪЛИМ МАКТАБ,207304339,634880,0.5,1,2019-10-30
1264,1265,Наманган вилояти,Косонсой тумани,ўқитувчи / Преподаватель,44-СОНЛИ УМУМИЙ УРТА ТАЪЛИМ   МАКТАБИ,206904011,1776040,0.5,1,2019-10-30
1265,1266,Сирдарё вилояти,Ховос тумани,ўқитувчи / Учитель,Э.КАХХОРОВ НОМ. 24-УРТА МАКТАБ,203358994,800000,0.5,1,2019-10-30
1266,1267,Қорақалпоғистон Республикаси,Беруний тумани,ўқитувчи / Преподаватель,N 21 МАКТАБ,206867589,510612,0.25,1,2019-10-30
1267,1268,Сирдарё вилояти,Янгиер шаҳар,ўқитувчи / Учитель,2-УМУМТАЪЛИМ МАКТАБИ,203275814,710416,0.5,1,2019-10-30
1268,1269,Самарқанд вилояти,Пайариқ тумани,Болалар мактабгача таълим муассасаси ўқитувчиси / Учитель детских дошкольных учреждений,9-СОН НАВБАХОР МТМ,207049093,387499,0.25,2,2019-10-30
1269,1270,Наманган вилояти,Косонсой тумани,ўқитувчи / Преподаватель,44-СОНЛИ УМУМИЙ УРТА ТАЪЛИМ   МАКТАБИ,206904011,1776040,0.25,1,2019-10-30
1270,1271,Сирдарё вилояти,Ховос тумани,ўқитувчи / Учитель,Э.КАХХОРОВ НОМ. 24-УРТА МАКТАБ,203358994,800000,0.5,1,2019-10-30
1271,1272,Қорақалпоғистон Республикаси,Беруний тумани,Корхона печлари ўт ёқувчиси / Кочегар производственных печей,N 21 МАКТАБ,206867589,634889,1.0,1,2019-10-30
1272,1273,Сирдарё вилояти,Янгиер шаҳар,ўқитувчи / Учитель,2-УМУМТАЪЛИМ МАКТАБИ,203275814,355208,0.25,1,2019-10-30
1273,1274,Самарқанд вилояти,Пайариқ тумани,қоровул / Сторож,9-СОН НАВБАХОР МТМ,207049093,423254,0.5,1,2019-10-30
1274,1275,Жиззах вилояти,Зомин тумани,Тикувчи / Швея,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""VERTEKS""",305715165,850000,1.0,26,2019-10-30
1275,1276,Наманган вилояти,Косонсой тумани,ўқитувчи / Преподаватель,44-СОНЛИ УМУМИЙ УРТА ТАЪЛИМ   МАКТАБИ,206904011,1776040,1.0,1,2019-10-30
1276,1277,Сирдарё вилояти,Ховос тумани,ўқитувчи / Учитель,Э.КАХХОРОВ НОМ. 24-УРТА МАКТАБ,203358994,500000,0.25,1,2019-10-30
1277,1278,Сирдарё вилояти,Янгиер шаҳар,Кутубхоначи (ўрта малакали) / Библиотекарь (средней квалификации),2-УМУМТАЪЛИМ МАКТАБИ,203275814,974640,1.0,1,2019-10-30
1278,1279,Андижон вилояти,Жалолқудуқ тумани,ўт ёқувчи / Истопник,1-УМУМТАЪЛИМ МАКТАБИ.,206874905,650000,1.0,2,2019-10-30
1279,1280,Фарғона вилояти,Учкўприк тумани,ўқитувчи / Учитель,44-СОНЛИ УМУМИЙ УРТА ТАЪЛИМ МА,300457514,655000,0.5,1,2019-10-30
1280,1281,Фарғона вилояти,Риштон тумани,Тикувчи / Швея,RISHTON TO QIMACHI,301918739,650000,1.0,4,2019-10-30
1281,1282,Жиззах вилояти,Зомин тумани,Дазмолловчи / Гладильщик,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""VERTEKS""",305715165,700000,1.0,10,2019-10-30
1282,1283,Наманган вилояти,Косонсой тумани,ўқитувчи / Преподаватель,44-СОНЛИ УМУМИЙ УРТА ТАЪЛИМ   МАКТАБИ,206904011,1776040,1.0,3,2019-10-30
1283,1284,Андижон вилояти,Жалолқудуқ тумани,қоровул / Вахтер (сторож),1-УМУМТАЪЛИМ МАКТАБИ.,206874905,650000,1.0,1,2019-10-30
1284,1285,Сирдарё вилояти,Ховос тумани,Дастгоҳ ва китоб графикаси бўйича мутахассиси / Специалист станковой и книжной графике,БОЛАЛАР МУСИКА МАКТАБИ,200970158,500000,0.5,1,2019-10-30
1285,1286,Хоразм вилояти,Урганч шаҳар,Хорижий тил услубчиси / Методист иностранного языка,2-СОН МАКТАБГАЧА ТАЪЛИМ МУАССА,207015104,403646,0.25,1,2019-10-30
1286,1287,Наманган вилояти,Косонсой тумани,Умумий амалиёт врачи / Врач общей практики,44-МАХСУС МАКТАБ ИНТЕРНАТ,200059972,780268,0.5,1,2019-10-30
1287,1288,Самарқанд вилояти,Пайариқ тумани,ўқитувчи / Учитель,49 УМУМИЙ УРТА ТАЪЛИМ МАКТАБИ,206887588,400000,0.25,1,2019-10-30
1288,1289,Наманган вилояти,Косонсой тумани,ўқитувчи / Учитель,37-СОНЛИ УМУМИЙ УРТА ТАЪЛИМ   МАКТАБИ,206905303,1776040,1.0,2,2019-10-30
1289,1290,Сирдарё вилояти,Ховос тумани,Етакчи мутахассис / Ведущий специалист,БОЛАЛАР МУСИКА МАКТАБИ,200970158,500000,0.5,1,2019-10-30
1290,1291,Сирдарё вилояти,Боёвут тумани,"Бошлиқ (бошқарувчи, раҳбар), ташкилот раҳбари) / Начальник (заведующий, руководитель) организации, подразделения)",СИРДАРЁ ВИЛОЯТИ ХУДУДИЙ ГАЗ ТА,207260861,1652126,1.0,1,2019-10-30
1291,1292,Фарғона вилояти,Бешариқ тумани,Ветеринария врачи / Врач ветеринарный,ВЕТЕРИНАРИЯ БУЛИМИ,200155054,845000,1.0,1,2019-10-30
